movie_id,title,year,genre,director,lead_actor,imdb_rating,imdb_votes,duration_min,language,industry,source,release_month,release_season,box_office_cr,avg_user_rating,rating_normalized
TM0269,Neela Iravu 4,2003,Action|Sci-Fi,Nelson Dilipkumar,Vijay,5.9,3052,134,Tamil,Kollywood,synthetic,3,Spring,42.9,5.9,3.0
TM0434,Paadu Kaalam,2003,Crime|Drama,Halitha Shameem,Vijay,5.9,21627,186,Tamil,Kollywood,synthetic,9,Monsoon,390.5,5.9,3.0
TM1287,Aval Thozha 3,2003,Drama|Sport,Siva,Udhayanidhi Stalin,5.8,5377,127,Tamil,Kollywood,synthetic,1,Winter,403.3,5.8,2.9
TM1314,En En Padai,2003,Family|Drama,Samuthirakani,Jayam Ravi,5.4,9657,134,Tamil,Kollywood,synthetic,4,Summer,34.3,5.4,2.7
TM1367,Iraivi Malai,2003,Drama|Sport,Venkat Prabhu,Vikram,5.4,2387,173,Tamil,Kollywood,synthetic,6,Summer,261.1,5.4,2.7
TM1106,Naadu En Anbu,2002,Drama,H. Vinoth,Anushka Shetty,8.2,15618,174,Tamil,Kollywood,synthetic,10,Autumn,642.7,8.2,4.1
TM1091,Paadu Neram,2002,Mystery|Thriller,Santhosh Narayanan dir,Keerthy Suresh,8.1,4765,127,Tamil,Kollywood,synthetic,6,Summer,602.8,8.1,4.0
TM1006,Ooru Kudumbam 3,2002,Comedy|Family,Ezhil,Jyotika,7.6,24880,157,Tamil,Kollywood,synthetic,5,Summer,479.5,7.6,3.8
TM1804,Nenjam En Natchathiram,2002,Action|Sci-Fi,Vetrimaaran,Arun Vijay,7.6,22736,157,Tamil,Kollywood,synthetic,2,Winter,474.0,7.6,3.8
TM1871,Kadhal Payanam,2002,Drama,Samuthirakani,Sivakarthikeyan,7.5,5432,160,Tamil,Kollywood,synthetic,10,Autumn,583.9,7.5,3.8
TM1601,Naam Porattam,2002,Crime|Thriller,C.V. Kumar,Arun Vijay,7.4,730,170,Tamil,Kollywood,synthetic,10,Autumn,214.8,7.4,3.7
TM0573,Mazhai En Kaadhal,2002,Drama|Sport,Sudha Kongara,Aari,7.3,4982,190,Tamil,Kollywood,synthetic,4,Summer,217.8,7.3,3.6
TM0986,Naalu Porattam 2,2002,Comedy|Drama,Atlee,Prakash Raj,7.3,7802,162,Tamil,Kollywood,synthetic,6,Summer,472.6,7.3,3.6
TM0031,Run,2002,Action|Comedy|Thriller,N. Linguswamy,Madhavan,7.2,7000,146,Tamil,Kollywood,real,7,Monsoon,461.3,7.2,3.6
TM1745,Ezhu En Natchathiram,2002,Drama|Sport,Mari Selvaraj,Vishal,7.2,3483,159,Tamil,Kollywood,synthetic,9,Monsoon,349.9,7.2,3.6
TM1902,Moondru En Kaalam,2002,Action|Comedy,Santhosh Narayanan dir,Udhayanidhi Stalin,7.2,4961,188,Tamil,Kollywood,synthetic,3,Spring,501.4,7.2,3.6
TM1480,Aadal En Kaavalan,2002,Action|Thriller,Venkat Prabhu,Arun Vijay,7.1,82637,161,Tamil,Kollywood,synthetic,9,Monsoon,71.5,7.1,3.6
TM1940,Yudham Kutumbam,2002,Action|Crime|Drama,Linguswamy,Vijay,7.1,2693,114,Tamil,Kollywood,synthetic,9,Monsoon,121.0,7.1,3.6
TM0566,Ettu Kathai 2,2002,Thriller,Sakthi Chidambaram,Keerthy Suresh,7.0,11141,157,Tamil,Kollywood,synthetic,4,Summer,384.2,7.0,3.5
TM1032,Sivappu Vaasam 3,2002,Action|Sci-Fi,Lokesh Kanagaraj,Trisha,7.0,1301,168,Tamil,Kollywood,synthetic,3,Spring,258.8,7.0,3.5
TM1574,Koodu En Azhagu,2002,Action|Sci-Fi,Bala,Arya,6.9,8033,143,Tamil,Kollywood,synthetic,5,Summer,290.8,6.9,3.4
TM1973,Ainthu Iravu 2,2002,Drama|Mystery,Suseenthiran,Yogi Babu,6.7,1201,130,Tamil,Kollywood,synthetic,4,Summer,354.2,6.7,3.4
TM0279,Kaatre Paasam 3,2002,Comedy|Family,Seenu Ramasamy,Jai,6.6,1764,179,Tamil,Kollywood,synthetic,11,Winter,226.6,6.6,3.3
TM1146,Ettu Aval,2002,Drama|Mystery,Mani Ratnam,Arya,6.5,30443,149,Tamil,Kollywood,synthetic,7,Monsoon,486.3,6.5,3.2
TM1882,Kal En Kaalam,2002,Horror|Mystery,Selvaraghavan,Karthi,6.5,8872,130,Tamil,Kollywood,synthetic,4,Summer,221.9,6.5,3.2
TM0477,Paarvai Vaasam,2002,Drama,Vignesh Shivan,Aditi Balan,6.4,11426,133,Tamil,Kollywood,synthetic,7,Monsoon,201.1,6.4,3.2
TM1025,Manjal En Vaanam,2002,Drama|Sport,Sudha Kongara,Suriya,6.4,1915,175,Tamil,Kollywood,synthetic,10,Autumn,432.5,6.4,3.2
TM1581,Nenjam En Kadal,2002,Biography|Drama,Thiagarajan Kumararaja,Sivakarthikeyan,6.2,1206,156,Tamil,Kollywood,synthetic,5,Summer,301.5,6.2,3.1
TM0717,Manjal Kaadhal 3,2002,Action|Drama,Raju Murugan,Vishal,6.1,1122,185,Tamil,Kollywood,synthetic,11,Winter,74.6,6.1,3.0
TM1625,Ainthu Naal 2,2002,Crime|Thriller,Vasanthabalan,Samantha,6.1,10094,185,Tamil,Kollywood,synthetic,10,Autumn,246.1,6.1,3.0
TM0131,Malai Anbu 2,2002,Drama|Romance,Siva,Shane Nigam,6.0,2235,179,Tamil,Kollywood,synthetic,10,Autumn,194.5,6.0,3.0
TM0833,Pathu Kaadhal,2002,Action|Thriller,Adhik Ravichandran,Madhavan,6.0,1318,190,Tamil,Kollywood,synthetic,3,Spring,354.8,6.0,3.0
TM0507,Iraivi Porattam 3,2002,Action|Fantasy,Atlee,Soori,5.6,7097,118,Tamil,Kollywood,synthetic,9,Monsoon,216.3,5.6,2.8
TM1054,Pagal Padai 4,2002,Comedy|Drama,Bala,Rajinikanth,5.4,4529,147,Tamil,Kollywood,synthetic,5,Summer,342.7,5.4,2.7
TM1114,Thoongaavanam Katha,2002,Family|Drama,Vignesh Shivan,Sai Pallavi,5.2,2144,127,Tamil,Kollywood,synthetic,1,Winter,319.8,5.2,2.6
TM0737,Aval Anbu,2002,Mystery|Thriller,Rajkumar Periasamy,Trisha,4.9,12032,113,Tamil,Kollywood,synthetic,5,Summer,373.5,4.9,2.4
TM0431,Un En Kadal,2002,Comedy|Drama,Ameer Sultan,Dhanush,4.6,2744,131,Tamil,Kollywood,synthetic,8,Monsoon,364.9,4.6,2.3
TM0245,Por Katha 4,2001,Drama|Mystery,Dharani,Bobby Simha,8.1,32799,133,Tamil,Kollywood,synthetic,12,Winter,48.6,8.1,4.0
TM1050,Ooru Kaadhal 3,2001,Romance|Drama,James Vasanthan,Rashmika Mandanna,8.0,6137,176,Tamil,Kollywood,synthetic,4,Summer,397.1,8.0,4.0
TM0232,Moondru Aval 4,2001,Action|Comedy,Raju Murugan,Jyotika,7.9,5003,149,Tamil,Kollywood,synthetic,4,Summer,90.0,7.9,4.0
TM0272,Semma En Iravu,2001,Action|Adventure,R.S. Durai Senthilkumar,Bobby Simha,7.9,2656,188,Tamil,Kollywood,synthetic,6,Summer,356.7,7.9,4.0
TM0802,Puli Paasam,2001,Mystery|Thriller,Dharani,Yogi Babu,7.9,3762,122,Tamil,Kollywood,synthetic,12,Winter,265.6,7.9,4.0
TM0966,Thoongaavanam En Azhagu,2001,Crime|Drama,Lokesh Kanagaraj,Arya,7.8,2296,141,Tamil,Kollywood,synthetic,11,Winter,158.0,7.8,3.9
TM1831,Karuppu Vaanam 4,2001,Drama|Mystery,Thiagarajan Kumararaja,Prabhu,7.8,42092,165,Tamil,Kollywood,synthetic,5,Summer,267.4,7.8,3.9
TM0030,Minnale,2001,Comedy|Romance,Gautham Vasudev Menon,Madhavan,7.6,9000,157,Tamil,Kollywood,real,3,Spring,336.5,7.6,3.8
TM0574,Nee Kadal,2001,Action|Sci-Fi,Raju Murugan,Karthi,7.6,6866,140,Tamil,Kollywood,synthetic,7,Monsoon,365.6,7.6,3.8
TM0316,Koodu En Padai,2001,Horror|Mystery,Selvaraghavan,Jyotika,7.4,5934,119,Tamil,Kollywood,synthetic,2,Winter,273.7,7.4,3.7
TM0575,Oli Padai 4,2001,Family|Drama,Pradeep Ranganathan,Karthi,7.3,2438,179,Tamil,Kollywood,synthetic,10,Autumn,413.8,7.3,3.6
TM0662,Onbadu Pookkal,2001,Action|Comedy,Gautham Vasudev Menon,Samantha,7.3,18714,131,Tamil,Kollywood,synthetic,12,Winter,563.2,7.3,3.6
TM1452,Vellai En Kudumbam,2001,Comedy|Drama,Lokesh Kanagaraj,Vishal,7.3,500,165,Tamil,Kollywood,synthetic,7,Monsoon,297.5,7.3,3.6
TM0124,Veli Payanam 4,2001,Comedy|Romance,Siva,Arya,7.2,3932,141,Tamil,Kollywood,synthetic,8,Monsoon,341.7,7.2,3.6
TM1283,Aval En Pakal,2001,Comedy|Family,Karthik Subbaraj,Soori,7.2,1438,147,Tamil,Kollywood,synthetic,7,Monsoon,536.8,7.2,3.6
TM1896,Karuppu Kaavalan 4,2001,Mystery|Thriller,Adhik Ravichandran,Soori,7.2,3208,128,Tamil,Kollywood,synthetic,7,Monsoon,174.2,7.2,3.6
TM0722,Kanavu En Neram,2001,Action|Crime|Drama,Pa. Ranjith,Samantha,7.1,500,148,Tamil,Kollywood,synthetic,1,Winter,444.8,7.1,3.6
TM1130,Mazhai Kathai 2,2001,Drama|Sport,James Vasanthan,Trisha,7.1,1362,130,Tamil,Kollywood,synthetic,8,Monsoon,538.8,7.1,3.6
TM1619,Un En Kathai,2001,Action|Crime|Drama,K.V. Anand,Samantha,6.9,84326,188,Tamil,Kollywood,synthetic,8,Monsoon,306.8,6.9,3.4
TM0941,Karuppu En Kudumbam,2001,Action|Drama,Linguswamy,Rashmika Mandanna,6.7,1495,144,Tamil,Kollywood,synthetic,7,Monsoon,350.8,6.7,3.4
TM0980,Rendu Kaavalan 4,2001,Family|Drama,Halitha Shameem,Rajinikanth,6.7,13916,111,Tamil,Kollywood,synthetic,5,Summer,315.2,6.7,3.4
TM1468,Paadal Nilam,2001,Action|Fantasy,Raju Murugan,Prakash Raj,6.7,5678,188,Tamil,Kollywood,synthetic,10,Autumn,439.9,6.7,3.4
TM0891,Varudam Naal 2,2001,Action|Thriller,Santhosh P. Jayakumar,Vishal,6.6,4276,122,Tamil,Kollywood,synthetic,8,Monsoon,330.8,6.6,3.3
TM0230,Simha Vizhi,2001,Comedy|Romance,Adhik Ravichandran,Arun Vijay,6.5,153484,129,Tamil,Kollywood,synthetic,7,Monsoon,287.9,6.5,3.2
TM0646,Kanavu En Thozha,2001,Drama|Romance,C.V. Kumar,Siddharth,6.5,1053,134,Tamil,Kollywood,synthetic,8,Monsoon,480.9,6.5,3.2
TM1710,Nenjam Kaadhal 3,2001,Comedy,Santhosh P. Jayakumar,Arun Vijay,6.5,8955,121,Tamil,Kollywood,synthetic,3,Spring,466.9,6.5,3.2
TM0482,Pathu En Iravu,2001,Action|Adventure,C.V. Kumar,Premji Amaren,6.3,5591,187,Tamil,Kollywood,synthetic,7,Monsoon,327.3,6.3,3.2
TM0718,Paarvai Yudham 2,2001,Crime|Thriller,S. Shankar,Nayanthara,6.3,27771,163,Tamil,Kollywood,synthetic,2,Winter,340.4,6.3,3.2
TM1629,Semma Sena,2001,Action|Fantasy,Samuthirakani,Jyotika,6.3,944,137,Tamil,Kollywood,synthetic,10,Autumn,162.6,6.3,3.2
TM0356,Vaanam En Kaadhal,2001,Comedy|Romance,Ezhil,Karthi,6.2,1350,148,Tamil,Kollywood,synthetic,5,Summer,488.2,6.2,3.1
TM1177,Muyal Malai 3,2001,Romance|Drama,Mani Ratnam,Keerthy Suresh,6.2,6899,119,Tamil,Kollywood,synthetic,8,Monsoon,57.3,6.2,3.1
TM1722,Vellai En Kadal,2001,Mystery|Thriller,A.R. Murugadoss,Ajith Kumar,6.2,4559,130,Tamil,Kollywood,synthetic,12,Winter,383.6,6.2,3.1
TM0413,Naan Thozha,2001,Comedy|Drama,Mohan Raja,Jai,5.9,2207,166,Tamil,Kollywood,synthetic,5,Summer,255.2,5.9,3.0
TM1205,Paadu En Naal,2001,Crime|Thriller,Siva,Bobby Simha,5.9,8033,114,Tamil,Kollywood,synthetic,11,Winter,242.2,5.9,3.0
TM1357,Nee Aval 4,2001,Crime|Drama,Suseenthiran,Karthi,5.8,26342,185,Tamil,Kollywood,synthetic,7,Monsoon,10.4,5.8,2.9
TM0223,Paarvai Kutumbam 4,2001,Horror|Thriller,Venkat Prabhu,Sivakarthikeyan,5.6,500,177,Tamil,Kollywood,synthetic,7,Monsoon,324.4,5.6,2.8
TM1987,Manjal Kadal 2,2001,Action|Fantasy,Santhosh P. Jayakumar,Siddharth,5.4,4947,132,Tamil,Kollywood,synthetic,3,Spring,373.3,5.4,2.7
TM1238,Medu En Porinju,2001,Drama|Mystery,Pa. Ranjith,Suriya,4.6,16875,175,Tamil,Kollywood,synthetic,1,Winter,319.7,4.6,2.3
TM1754,Kadhal En Porinju,2001,Family|Drama,Venkat Prabhu,Samantha,4.4,2430,133,Tamil,Kollywood,synthetic,1,Winter,211.4,4.4,2.2
TM0113,Raja Kadal,2000,Action|Sci-Fi,A.R. Murugadoss,Suriya,8.8,15223,173,Tamil,Kollywood,synthetic,8,Monsoon,571.6,8.8,4.4
TM0521,Saadu En Azhagu,2000,Action|Adventure,Mohan Raja,Simbu,8.6,6607,160,Tamil,Kollywood,synthetic,1,Winter,216.6,8.6,4.3
TM0027,Alaipayuthey,2000,Drama|Romance,Mani Ratnam,Madhavan,8.0,23000,156,Tamil,Kollywood,real,2,Winter,602.8,8.0,4.0
TM0515,Puli Kaavalan 4,2000,Action|Adventure,Arivazhagan,Jai,8.0,1461,175,Tamil,Kollywood,synthetic,6,Summer,362.3,8.0,4.0
TM0025,Kandukondain Kandukondain,2000,Drama|Romance,Rajiv Menon,Mammootty,7.8,5000,165,Tamil,Kollywood,real,1,Winter,165.1,7.8,3.9
TM1390,Aaru Paasam,2000,Comedy,Nelson Dilipkumar,Trisha,7.8,11405,154,Tamil,Kollywood,synthetic,2,Winter,592.5,7.8,3.9
TM0867,Sivappu Anbu,2000,Biography|Drama,Adhik Ravichandran,Sai Pallavi,7.7,2195,179,Tamil,Kollywood,synthetic,1,Winter,473.5,7.7,3.8
TM0596,Naam En Padai,2000,Action|Crime|Drama,R.S. Durai Senthilkumar,Samantha,7.6,860,176,Tamil,Kollywood,synthetic,1,Winter,247.6,7.6,3.8
TM1461,Sivappu Malai 4,2000,Drama,Siva,Bobby Simha,7.6,2088,120,Tamil,Kollywood,synthetic,11,Winter,412.8,7.6,3.8
TM1808,Veedu Thozha 2,2000,Comedy,A.R. Murugadoss,Prabhu,7.6,9940,190,Tamil,Kollywood,synthetic,4,Summer,545.5,7.6,3.8
TM0441,Puli Porinju 4,2000,Mystery|Thriller,Samuthirakani,Madhavan,7.5,7371,155,Tamil,Kollywood,synthetic,7,Monsoon,392.3,7.5,3.8
TM1709,Naalu Vaasam 4,2000,Action|Fantasy,Selvaraghavan,Vijay,7.5,32055,161,Tamil,Kollywood,synthetic,2,Winter,469.2,7.5,3.8
TM1865,Kaadu Malai 4,2000,Comedy,H. Vinoth,Sai Pallavi,7.5,500,161,Tamil,Kollywood,synthetic,3,Spring,548.1,7.5,3.8
TM1936,Nee Anbu 3,2000,Drama|Sport,Bala,Vishal,7.5,10122,127,Tamil,Kollywood,synthetic,10,Autumn,180.8,7.5,3.8
TM0217,Pallandu En Vaasam,2000,Horror|Mystery,Rajkumar Periasamy,Vikram,7.4,12513,189,Tamil,Kollywood,synthetic,3,Spring,179.9,7.4,3.7
TM1465,Nadu En Kutumbam,2000,Family|Drama,Ameer Sultan,Udhayanidhi Stalin,7.3,27601,150,Tamil,Kollywood,synthetic,9,Monsoon,283.4,7.3,3.6
TM1721,Pallandu Paasam,2000,Mystery|Thriller,James Vasanthan,Prakash Raj,7.3,979,183,Tamil,Kollywood,synthetic,11,Winter,531.2,7.3,3.6
TM0026,Rhythm,2000,Drama|Romance,Vasanth,Arjun Sarja,7.2,4000,148,Tamil,Kollywood,real,12,Winter,181.4,7.2,3.6
TM0997,Paadal Kutumbam 2,2000,Biography|Drama,Rajkumar Periasamy,Rahman,7.2,500,124,Tamil,Kollywood,synthetic,7,Monsoon,133.0,7.2,3.6
TM1802,Aval Kutumbam 2,2000,Family|Drama,Mari Selvaraj,Simbu,7.2,7814,130,Tamil,Kollywood,synthetic,3,Spring,444.4,7.2,3.6
TM1482,Koodu Aval 3,2000,Drama|Mystery,Nelson Dilipkumar,Arya,7.0,1100,112,Tamil,Kollywood,synthetic,7,Monsoon,512.2,7.0,3.5
TM1728,Paadu En Vaasam,2000,Crime|Drama,K.S. Ravikumar,Prashanth,7.0,6382,185,Tamil,Kollywood,synthetic,12,Winter,100.6,7.0,3.5
TM1027,Pallandu Thozha,2000,Comedy|Romance,Mani Ratnam,Udhayanidhi Stalin,6.9,19317,137,Tamil,Kollywood,synthetic,10,Autumn,104.6,6.9,3.4
TM1187,Ooru Katha,2000,Drama|Sport,Gautham Vasudev Menon,Jayam Ravi,6.9,11104,122,Tamil,Kollywood,synthetic,1,Winter,346.9,6.9,3.4
TM1596,Saadu Maram 4,2000,Action|Thriller,TJ Gnanavel,Udhayanidhi Stalin,6.9,2716,110,Tamil,Kollywood,synthetic,9,Monsoon,442.7,6.9,3.4
TM1924,Moondru En Iravu,2000,Drama|Sport,Bala,Vishal,6.8,709,178,Tamil,Kollywood,synthetic,11,Winter,270.8,6.8,3.4
TM0804,Raja Vaasam 2,2000,Action|Comedy,Vignesh Shivan,Udhayanidhi Stalin,6.7,1299,140,Tamil,Kollywood,synthetic,12,Winter,162.4,6.7,3.4
TM1234,Kanavu Sena,2000,Horror|Mystery,Pradeep Ranganathan,Rashmika Mandanna,6.7,8964,150,Tamil,Kollywood,synthetic,9,Monsoon,84.7,6.7,3.4
TM1350,Sivappu Kathai,2000,Action|Sci-Fi,Sudha Kongara,Jayam Ravi,6.7,28953,132,Tamil,Kollywood,synthetic,5,Summer,23.3,6.7,3.4
TM0465,Oli Katha,2000,Thriller,Vetrimaaran,Sai Pallavi,6.5,9935,172,Tamil,Kollywood,synthetic,9,Monsoon,350.9,6.5,3.2
TM1409,Pacha Payanam 2,2000,Action|Sci-Fi,S. Shankar,Arya,6.5,2775,138,Tamil,Kollywood,synthetic,2,Winter,155.0,6.5,3.2
TM0713,Neela Naal 3,2000,Action|Sci-Fi,Sakthi Chidambaram,Bobby Simha,6.4,21752,131,Tamil,Kollywood,synthetic,12,Winter,133.4,6.4,3.2
TM0921,Por En Paasam,2000,Romance|Drama,Karthik Subbaraj,Kajal Aggarwal,6.4,5429,122,Tamil,Kollywood,synthetic,12,Winter,273.7,6.4,3.2
TM1621,Iravil Nilam 4,2000,Action|Comedy,Santhosh P. Jayakumar,Trisha,6.4,33116,126,Tamil,Kollywood,synthetic,10,Autumn,249.2,6.4,3.2
TM0925,Naadu Kaalam 2,2000,Mystery|Thriller,H. Vinoth,Kamal Haasan,6.3,17490,144,Tamil,Kollywood,synthetic,9,Monsoon,341.7,6.3,3.2
TM0798,Theru En Pakal,2000,Drama|Romance,TJ Gnanavel,Rashmika Mandanna,6.2,17094,115,Tamil,Kollywood,synthetic,12,Winter,54.3,6.2,3.1
TM0394,Neela En Paasam,2000,Crime|Thriller,Santhosh Narayanan dir,Trisha,6.1,10515,185,Tamil,Kollywood,synthetic,2,Winter,188.3,6.1,3.0
TM0896,Mazhai Thozha,2000,Action|Fantasy,Sakthi Chidambaram,Prashanth,6.1,6325,164,Tamil,Kollywood,synthetic,12,Winter,150.0,6.1,3.0
TM1901,Un En Kaadhal,2000,Crime|Drama,Thiagarajan Kumararaja,Udhayanidhi Stalin,6.1,5622,184,Tamil,Kollywood,synthetic,7,Monsoon,428.1,6.1,3.0
TM0277,Saadu En Nilam,2000,Action|Fantasy,Pandiraj,Jyotika,5.9,4113,179,Tamil,Kollywood,synthetic,6,Summer,155.0,5.9,3.0
TM1791,Yudham Padai 4,2000,Mystery|Thriller,Suseenthiran,Arya,5.9,4563,117,Tamil,Kollywood,synthetic,9,Monsoon,430.3,5.9,3.0
TM1150,Uyir Kaavalan,2000,Drama|Romance,Vetrimaaran,Karthi,5.8,8138,174,Tamil,Kollywood,synthetic,2,Winter,321.5,5.8,2.9
TM0350,Un En Pakal,2000,Horror|Thriller,Mari Selvaraj,Soori,5.6,2180,167,Tamil,Kollywood,synthetic,2,Winter,430.6,5.6,2.8
TM1412,Rendu En Azhagu,2000,Comedy|Drama,Pandiraj,Prakash Raj,5.3,26980,181,Tamil,Kollywood,synthetic,5,Summer,375.2,5.3,2.6
TM0466,Onbadu En Yudham,2000,Romance|Drama,Prabhu Solomon,Vijay Sethupathi,5.2,1059,161,Tamil,Kollywood,synthetic,2,Winter,214.4,5.2,2.6
TM0396,Semma En Natchathiram,2000,Thriller,Prabhu Solomon,Sai Pallavi,4.9,61477,167,Tamil,Kollywood,synthetic,7,Monsoon,214.1,4.9,2.4
TM1717,Nadu Thozha 4,2000,Comedy|Romance,C.V. Kumar,Rahman,4.3,3634,127,Tamil,Kollywood,synthetic,5,Summer,95.6,4.3,2.2
TM1380,Rendu Katha,1999,Action|Comedy,K.V. Anand,Bobby Simha,8.5,10699,113,Tamil,Kollywood,synthetic,1,Winter,448.4,8.5,4.2
TM1954,Paarvai En Pothu,1999,Comedy,Adhik Ravichandran,Kamal Haasan,8.1,2388,155,Tamil,Kollywood,synthetic,12,Winter,366.0,8.1,4.0
TM1730,Naadu Pakal 2,1999,Comedy|Family,Lokesh Kanagaraj,Jiiva,8.0,1494,115,Tamil,Kollywood,synthetic,5,Summer,479.7,8.0,4.0
TM0024,Mudhalvan,1999,Action|Drama|Thriller,S. Shankar,Arjun Sarja,7.9,11000,175,Tamil,Kollywood,real,6,Summer,453.1,7.9,4.0
TM0321,Thoongaavanam Porattam,1999,Family|Drama,Nelson Dilipkumar,Jai,7.9,3566,175,Tamil,Kollywood,synthetic,9,Monsoon,340.8,7.9,4.0
TM0950,Avan Paasam 3,1999,Comedy|Romance,Selvaraghavan,Rashmika Mandanna,7.9,14976,156,Tamil,Kollywood,synthetic,1,Winter,254.2,7.9,4.0
TM1049,Vel Neram,1999,Comedy,Venkat Prabhu,Premji Amaren,7.9,4771,179,Tamil,Kollywood,synthetic,6,Summer,372.2,7.9,4.0
TM0274,Aaru Naal 4,1999,Comedy,Badri Venkatesh,Sai Pallavi,7.8,18883,116,Tamil,Kollywood,synthetic,4,Summer,330.5,7.8,3.9
TM0758,Naam Pakal,1999,Action|Adventure,Ezhil,Aari,7.8,3565,157,Tamil,Kollywood,synthetic,8,Monsoon,348.0,7.8,3.9
TM1070,Kal En Kaadhal,1999,Action|Drama,Halitha Shameem,Aditi Balan,7.8,29452,168,Tamil,Kollywood,synthetic,1,Winter,126.7,7.8,3.9
TM1330,Paadal Pakal,1999,Drama|Romance,Nelson Dilipkumar,Keerthy Suresh,7.8,17807,132,Tamil,Kollywood,synthetic,1,Winter,216.6,7.8,3.9
TM0561,Vaanam Nanbargal,1999,Romance|Drama,Gautham Vasudev Menon,Udhayanidhi Stalin,7.7,5413,174,Tamil,Kollywood,synthetic,6,Summer,367.1,7.7,3.8
TM0668,Mazhai En Kaavalan,1999,Crime|Thriller,Santhosh Narayanan dir,Bobby Simha,7.7,815,127,Tamil,Kollywood,synthetic,6,Summer,375.2,7.7,3.8
TM1617,Ainthu En Yudham,1999,Horror|Thriller,Adhik Ravichandran,Trisha,7.7,2791,141,Tamil,Kollywood,synthetic,7,Monsoon,215.2,7.7,3.8
TM0603,Koodu Malai 3,1999,Drama,R.S. Durai Senthilkumar,Aari,7.6,1687,114,Tamil,Kollywood,synthetic,4,Summer,531.6,7.6,3.8
TM1697,Naan Kadal 2,1999,Action|Thriller,Gautham Vasudev Menon,Sai Pallavi,7.6,13621,160,Tamil,Kollywood,synthetic,9,Monsoon,557.4,7.6,3.8
TM1734,Naalu Kadal 4,1999,Action|Sci-Fi,Ameer Sultan,Nayanthara,7.6,4016,145,Tamil,Kollywood,synthetic,4,Summer,488.3,7.6,3.8
TM0146,Kanavu En Malai,1999,Horror|Thriller,Suseenthiran,Jayam Ravi,7.5,3495,119,Tamil,Kollywood,synthetic,4,Summer,109.9,7.5,3.8
TM1969,Paadu En Pakal,1999,Action|Comedy,S. Shankar,Arya,7.5,20626,111,Tamil,Kollywood,synthetic,1,Winter,271.0,7.5,3.8
TM0289,Vellai En Anbu,1999,Crime|Drama,Bala,Sai Pallavi,7.3,16567,188,Tamil,Kollywood,synthetic,6,Summer,474.6,7.3,3.6
TM1352,Koodu Kutumbam,1999,Comedy|Family,A.R. Murugadoss,Prashanth,7.3,4899,130,Tamil,Kollywood,synthetic,10,Autumn,364.6,7.3,3.6
TM1228,Veedu Vaasam 2,1999,Biography|Drama,Seenu Ramasamy,Dhruv Vikram,7.2,1988,163,Tamil,Kollywood,synthetic,9,Monsoon,147.2,7.2,3.6
TM1297,Vaanam Kaadhal 3,1999,Action|Thriller,Arivazhagan,Samantha,7.2,3726,132,Tamil,Kollywood,synthetic,10,Autumn,364.4,7.2,3.6
TM0028,Thullatha Manamum Thullum,1999,Drama|Romance,Ezhil,Vijay,7.1,4000,155,Tamil,Kollywood,real,7,Monsoon,460.7,7.1,3.6
TM1774,Sivappu Kaadhal,1999,Drama|Mystery,Rajkumar Periasamy,Arun Vijay,7.1,15686,165,Tamil,Kollywood,synthetic,11,Winter,394.2,7.1,3.6
TM0136,Neela Iravu,1999,Drama|Sport,Gautham Vasudev Menon,Dhruv Vikram,7.0,18622,189,Tamil,Kollywood,synthetic,6,Summer,520.5,7.0,3.5
TM1716,Nenjam Nanbargal,1999,Drama|Romance,Adhik Ravichandran,Rajinikanth,7.0,46743,119,Tamil,Kollywood,synthetic,2,Winter,343.4,7.0,3.5
TM0220,Raja Kaadhal,1999,Drama,James Vasanthan,Karthi,6.9,1036,165,Tamil,Kollywood,synthetic,5,Summer,328.5,6.9,3.4
TM0714,Medu Padai,1999,Crime|Drama,H. Vinoth,Rahman,6.9,4705,179,Tamil,Kollywood,synthetic,3,Spring,275.5,6.9,3.4
TM1890,Aadal Katha 3,1999,Action|Fantasy,Pradeep Ranganathan,Trisha,6.9,3552,123,Tamil,Kollywood,synthetic,5,Summer,261.7,6.9,3.4
TM0029,Kadhalar Dhinam,1999,Comedy|Romance,Kathir,Kunal,6.8,3500,149,Tamil,Kollywood,real,5,Summer,314.1,6.8,3.4
TM0241,Manjal Naal 2,1999,Comedy|Romance,Vetrimaaran,Vishal,6.8,2206,168,Tamil,Kollywood,synthetic,9,Monsoon,271.5,6.8,3.4
TM0764,Puli Porattam 4,1999,Biography|Drama,Santhosh P. Jayakumar,Bobby Simha,6.8,12863,133,Tamil,Kollywood,synthetic,7,Monsoon,483.1,6.8,3.4
TM1506,Aadal Natchathiram,1999,Comedy,Mari Selvaraj,Santhanam,6.8,7927,187,Tamil,Kollywood,synthetic,11,Winter,406.7,6.8,3.4
TM1659,Kaadu Azhagu 3,1999,Comedy|Family,Ameer Sultan,Sivakarthikeyan,6.8,12930,155,Tamil,Kollywood,synthetic,4,Summer,256.7,6.8,3.4
TM0831,Aaru En Vizhi,1999,Mystery|Thriller,Venkat Prabhu,Sivakarthikeyan,6.6,26282,110,Tamil,Kollywood,synthetic,3,Spring,129.1,6.6,3.3
TM0297,Vaai Kaadhal,1999,Family|Drama,Thiagarajan Kumararaja,Nayanthara,6.5,3821,139,Tamil,Kollywood,synthetic,11,Winter,216.7,6.5,3.2
