movieId,title,genres,actors,rating
610,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi,"Johnny Depp, Leonardo DiCaprio, Al Pacino",3.4
611,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi,"Jack Nicholson, Steven Spielberg, Johnny Depp",5.0
612,"Pallbearer, The (1996)",Comedy,Johnny Depp,4.2
613,Jane Eyre (1996),Drama|Romance,Christopher Nolan,5.5
614,Loaded (1994),Drama|Thriller,"Morgan Freeman, Tom Cruise",8.7
615,Bread and Chocolate (Pane e cioccolata) (1973),Comedy|Drama,Audrey Hepburn,9.7
616,"Aristocats, The (1970)",Animation|Children,Al Pacino,8.3
617,"Flower of My Secret, The (La flor de mi secreto) (1995)",Comedy|Drama,"Angelina Jolie, Jack Nicholson, Tom Cruise",6.0
618,Two Much (1995),Comedy|Romance,"Meryl Streep, Brad Pitt, Al Pacino",5.9
619,Ed (1996),Comedy,"Brad Pitt, Clint Eastwood",9.0
620,Scream of Stone (Cerro Torre: Schrei aus Stein) (1991),Drama,Tom Hanks,4.9
621,My Favorite Season (1993),Drama,Jennifer Lawrence,9.3
623,"Modern Affair, A (1995)",Romance,"Brad Pitt, Emma Watson, Johnny Depp",8.7
625,Asfour Stah (1990),Drama,Clint Eastwood,7.7
626,"Thin Line Between Love and Hate, A (1996)",Comedy,Jack Nicholson,7.3
627,"Last Supper, The (1995)",Drama|Thriller,Christopher Nolan,4.3
628,Primal Fear (1996),Crime|Drama|Mystery|Thriller,Johnny Depp,7.4
629,Rude (1995),Drama,Robert De Niro,3.1
630,Carried Away (1996),Drama|Romance,"Steven Spielberg, Tom Cruise, Al Pacino",4.1
631,All Dogs Go to Heaven 2 (1996),Adventure|Animation|Children|Fantasy|Musical|Romance,"Denzel Washington, Emma Watson, Al Pacino",6.0
632,Land and Freedom (Tierra y libertad) (1995),Drama|War,Clint Eastwood,7.5
633,Denise Calls Up (1995),Comedy,Angelina Jolie,9.2
634,Theodore Rex (1995),Comedy,"Jennifer Lawrence, Audrey Hepburn",9.9
635,"Family Thing, A (1996)",Comedy|Drama,Brad Pitt,4.0
636,Frisk (1995),Drama,Christopher Nolan,7.9
637,Sgt. Bilko (1996),Comedy,Jack Nicholson,5.9
638,Jack and Sarah (1995),Romance,Audrey Hepburn,3.7
639,Girl 6 (1996),Comedy|Drama,"Leonardo DiCaprio, Tom Hanks",4.9
640,Diabolique (1996),Drama|Thriller,"Steven Spielberg, Brad Pitt, Denzel Washington",3.1
641,"Little Indian, Big City (Un indien dans la ville) (1994)",Adventure|Children|Comedy,"Angelina Jolie, Brad Pitt, Al Pacino",4.5
642,Roula (1995),Drama,Tom Hanks,9.0
643,Peanuts - Die Bank zahlt alles (1996),Comedy,"Meryl Streep, Emma Watson",6.7
644,Happy Weekend (1996),Comedy,Scarlett Johansson,7.4
645,Nelly & Monsieur Arnaud (1995),Drama,"Jack Nicholson, Scarlett Johansson",5.6
647,Courage Under Fire (1996),Action|Crime|Drama|War,"Tom Cruise, Clint Eastwood",9.0
648,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller,Tom Cruise,8.8
649,Cold Fever (Á köldum klaka) (1995),Comedy|Drama,"Tom Cruise, Meryl Streep, Jack Nicholson",4.3
650,Moll Flanders (1996),Drama,"Christopher Nolan, Morgan Freeman",5.1
651,"Superweib, Das (1996)",Comedy,"Scarlett Johansson, Brad Pitt, Emma Watson",4.0
652,"301, 302 (301/302) (1995)",Horror|Mystery|Thriller,"Christopher Nolan, Morgan Freeman, Johnny Depp",4.2
653,Dragonheart (1996),Action|Adventure|Fantasy,"Jennifer Lawrence, Tom Cruise",7.3
654,And Nobody Weeps for Me (Und keiner weint mir nach) (1996),Drama|Romance,Martin Scorsese,5.5
655,My Mother's Courage (Mutters Courage) (1995),Comedy,Jack Nicholson,3.5
656,Eddie (1996),Comedy,"Audrey Hepburn, Robert De Niro, Jack Nicholson",3.7
657,Yankee Zulu (1994),Comedy|Drama,"Jack Nicholson, Morgan Freeman, Emma Watson",5.2
658,Billy's Holiday (1995),Drama|Musical,"Steven Spielberg, Robert De Niro, Audrey Hepburn",6.7
659,Purple Noon (Plein soleil) (1960),Crime|Drama|Thriller,"Denzel Washington, Al Pacino, Emma Watson",6.5
660,August (1996),Drama,"Martin Scorsese, Denzel Washington, Clint Eastwood",9.1
661,James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical,"Scarlett Johansson, Clint Eastwood",8.1
662,Fear (1996),Thriller,Steven Spielberg,8.8
663,Kids in the Hall: Brain Candy (1996),Comedy,"Audrey Hepburn, Christopher Nolan, Denzel Washington",3.4
664,Faithful (1996),Comedy,"Clint Eastwood, Morgan Freeman, Audrey Hepburn",4.7
665,Underground (1995),Comedy|Drama|War,"Angelina Jolie, Brad Pitt, Clint Eastwood",9.4
666,All Things Fair (Lust och fägring stor) (1995),Drama|Romance|War,"Angelina Jolie, Christopher Nolan, Meryl Streep",6.6
667,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996),Action,"Denzel Washington, Martin Scorsese",7.4
668,Song of the Little Road (Pather Panchali) (1955),Drama,"Jennifer Lawrence, Brad Pitt",5.6
670,"World of Apu, The (Apur Sansar) (1959)",Drama,"Angelina Jolie, Audrey Hepburn",9.0
671,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi,"Meryl Streep, Clint Eastwood, Morgan Freeman",7.0
672,Tarantella (1995),Drama,"Jennifer Lawrence, Brad Pitt, Tom Cruise",5.8
673,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,"Morgan Freeman, Jack Nicholson",5.2
674,Barbarella (1968),Adventure|Comedy|Sci-Fi,"Christopher Nolan, Leonardo DiCaprio, Morgan Freeman",8.9
675,Hostile Intentions (1994),Action|Drama|Thriller,Jennifer Lawrence,8.0
676,They Bite (1996),Comedy|Horror|Sci-Fi,"Angelina Jolie, Johnny Depp",3.3
678,Some Folks Call It a Sling Blade (1993),Drama|Thriller,"Al Pacino, Christopher Nolan",5.7
679,"Run of the Country, The (1995)",Drama,Steven Spielberg,6.8
680,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)",Drama|Mystery|Romance|Sci-Fi|Thriller,"Tom Cruise, Audrey Hepburn, Steven Spielberg",4.9
681,Coup de torchon (Clean Slate) (1981),Crime,Denzel Washington,7.3
682,Tigrero: A Film That Was Never Made (1994),Documentary|Drama,Scarlett Johansson,9.5
683,"Eye of Vichy, The (Oeil de Vichy, L') (1993)",Documentary,Christopher Nolan,6.0
684,Windows (1980),Drama,Leonardo DiCaprio,3.7
685,It's My Party (1996),Drama,Leonardo DiCaprio,6.8
687,Country Life (1994),Drama|Romance,"Jennifer Lawrence, Al Pacino, Tom Hanks",9.3
688,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War,"Martin Scorsese, Angelina Jolie",9.0
690,"Promise, The (Versprechen, Das) (1995)",Drama|Romance,"Leonardo DiCaprio, Morgan Freeman, Meryl Streep",9.6
691,Mrs. Winterbourne (1996),Comedy|Romance,"Johnny Depp, Audrey Hepburn",4.3
692,Solo (1996),Action|Sci-Fi|Thriller,"Al Pacino, Denzel Washington, Steven Spielberg",3.7
693,Under the Domim Tree (Etz Hadomim Tafus) (1994),Drama,"Clint Eastwood, Denzel Washington",6.3
694,"Substitute, The (1996)",Action|Crime|Drama,"Johnny Depp, Tom Cruise, Clint Eastwood",5.7
695,True Crime (1996),Mystery|Thriller,"Audrey Hepburn, Christopher Nolan",8.7
696,Butterfly Kiss (1995),Drama|Thriller,"Brad Pitt, Tom Cruise",8.9
697,Feeling Minnesota (1996),Drama|Romance,"Leonardo DiCaprio, Morgan Freeman",9.5
698,Delta of Venus (1995),Drama,Jack Nicholson,5.5
699,To Cross the Rubicon (1991),Drama,"Tom Hanks, Steven Spielberg, Jennifer Lawrence",5.5
700,Angus (1995),Comedy,Emma Watson,5.3
701,Daens (1992),Drama,"Scarlett Johansson, Steven Spielberg, Audrey Hepburn",3.4
702,Faces (1968),Drama,"Leonardo DiCaprio, Emma Watson, Meryl Streep",3.6
703,Boys (1996),Drama,"Denzel Washington, Jack Nicholson, Martin Scorsese",7.1
704,"Quest, The (1996)",Action|Adventure,"Al Pacino, Emma Watson, Audrey Hepburn",4.3
705,Cosi (1996),Comedy,Leonardo DiCaprio,3.1
706,Sunset Park (1996),Drama,"Denzel Washington, Johnny Depp",7.9
707,Mulholland Falls (1996),Crime|Drama|Thriller,Meryl Streep,6.6
708,"Truth About Cats & Dogs, The (1996)",Comedy|Romance,Scarlett Johansson,8.0
709,Oliver & Company (1988),Adventure|Animation|Children|Comedy|Musical,"Brad Pitt, Emma Watson, Tom Hanks",3.9
710,Celtic Pride (1996),Comedy,"Denzel Washington, Morgan Freeman",5.6
711,Flipper (1996),Adventure|Children,Audrey Hepburn,9.0
712,Captives (1994),Crime|Drama|Romance|Thriller,Brad Pitt,9.8
713,Of Love and Shadows (1994),Drama,"Jack Nicholson, Christopher Nolan, Denzel Washington",4.5
714,Dead Man (1995),Drama|Mystery|Western,"Audrey Hepburn, Al Pacino",3.8
715,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",Drama|Romance,Denzel Washington,4.5
716,Switchblade Sisters (1975),Crime,"Jack Nicholson, Jennifer Lawrence, Brad Pitt",7.2
717,Mouth to Mouth (Boca a boca) (1995),Comedy,Tom Hanks,8.6
718,"Visitors, The (Visiteurs, Les) (1993)",Comedy|Fantasy|Sci-Fi,"Steven Spielberg, Denzel Washington, Johnny Depp",9.4
719,Multiplicity (1996),Comedy,Meryl Streep,9.5
720,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy,Angelina Jolie,9.4
721,Halfmoon (Paul Bowles - Halbmond) (1995),Drama,"Tom Cruise, Meryl Streep",8.8
722,"Haunted World of Edward D. Wood Jr., The (1996)",Documentary,"Jack Nicholson, Jennifer Lawrence",8.4
723,Two Friends (1986),Drama,"Christopher Nolan, Meryl Streep, Scarlett Johansson",3.8
724,"Craft, The (1996)",Drama|Fantasy|Horror|Thriller,"Jack Nicholson, Clint Eastwood, Johnny Depp",3.8
725,"Great White Hype, The (1996)",Comedy,"Emma Watson, Leonardo DiCaprio, Robert De Niro",6.3
726,Last Dance (1996),Drama,"Angelina Jolie, Audrey Hepburn",8.6
727,War Stories (1995),Documentary,Al Pacino,7.7
728,Cold Comfort Farm (1995),Comedy,"Audrey Hepburn, Angelina Jolie, Tom Hanks",4.4
729,"Institute Benjamenta, or This Dream People Call Human Life (1995)",Drama,"Leonardo DiCaprio, Meryl Streep, Emma Watson",5.3
730,Low Life (1994),Drama,Clint Eastwood,9.5
731,Heaven's Prisoners (1996),Crime|Thriller,"Johnny Depp, Angelina Jolie, Leonardo DiCaprio",5.2
732,Original Gangstas (1996),Crime,"Angelina Jolie, Tom Cruise",6.0
733,"Rock, The (1996)",Action|Adventure|Thriller,"Emma Watson, Angelina Jolie, Leonardo DiCaprio",7.1
734,Getting Away With Murder (1996),Comedy,"Al Pacino, Meryl Streep, Jack Nicholson",3.7
735,Cemetery Man (Dellamorte Dellamore) (1994),Horror,"Christopher Nolan, Tom Hanks, Leonardo DiCaprio",6.1
736,Twister (1996),Action|Adventure|Romance|Thriller,"Martin Scorsese, Audrey Hepburn, Jennifer Lawrence",4.2
737,Barb Wire (1996),Action|Sci-Fi,Meryl Streep,4.0
738,"Garçu, Le (1995)",Drama,"Brad Pitt, Angelina Jolie",7.7
739,Honey Moon (Honigmond) (1996),Comedy,"Brad Pitt, Robert De Niro, Jack Nicholson",5.2
741,Ghost in the Shell (Kôkaku kidôtai) (1995),Animation|Sci-Fi,"Morgan Freeman, Jennifer Lawrence, Martin Scorsese",9.6
742,Thinner (1996),Horror|Thriller,"Jennifer Lawrence, Leonardo DiCaprio, Emma Watson",7.1
743,Spy Hard (1996),Comedy,"Tom Cruise, Clint Eastwood",9.5
744,Brothers in Trouble (1995),Drama,Jack Nicholson,5.3
745,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy,Steven Spielberg,9.7
746,Force of Evil (1948),Film-Noir,"Jennifer Lawrence, Emma Watson, Denzel Washington",7.5
747,"Stupids, The (1996)",Comedy,"Emma Watson, Jennifer Lawrence",4.3
748,"Arrival, The (1996)",Action|Sci-Fi|Thriller,"Al Pacino, Jennifer Lawrence, Brad Pitt",7.0
749,"Man from Down Under, The (1943)",Drama,Scarlett Johansson,5.7
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War,Clint Eastwood,8.0
751,Careful (1992),Comedy|Horror,"Al Pacino, Christopher Nolan",3.2
752,Vermont Is For Lovers (1992),Comedy|Documentary|Romance,"Scarlett Johansson, Tom Cruise",4.2
753,"Month by the Lake, A (1995)",Comedy|Drama|Romance,"Emma Watson, Christopher Nolan",9.7
754,Gold Diggers: The Secret of Bear Mountain (1995),Adventure|Children,"Johnny Depp, Emma Watson, Audrey Hepburn",3.4
755,Kim (1950),Children|Drama,"Emma Watson, Leonardo DiCaprio",3.7
756,Carmen Miranda: Bananas Is My Business (1994),Documentary,"Steven Spielberg, Brad Pitt",3.7
757,Ashes of Time (Dung che sai duk) (1994),Drama,Martin Scorsese,4.9
758,"Jar, The (Khomreh) (1992)",Drama,"Morgan Freeman, Scarlett Johansson",8.0
759,Maya Lin: A Strong Clear Vision (1994),Documentary,"Jennifer Lawrence, Christopher Nolan",3.8
760,Stalingrad (1993),Drama|War,"Audrey Hepburn, Leonardo DiCaprio",4.9
761,"Phantom, The (1996)",Action|Adventure,Scarlett Johansson,9.4
762,Striptease (1996),Comedy|Crime,"Steven Spielberg, Jennifer Lawrence",7.9
763,"Last of the High Kings, The (a.k.a. Summer Fling) (1996)",Comedy|Drama,"Scarlett Johansson, Leonardo DiCaprio",4.3
764,Heavy (1995),Drama|Romance,Tom Hanks,3.7
765,Jack (1996),Comedy|Drama,"Robert De Niro, Steven Spielberg, Meryl Streep",7.5
766,I Shot Andy Warhol (1996),Drama,"Morgan Freeman, Johnny Depp",5.7
767,"Grass Harp, The (1995)",Comedy|Drama,"Morgan Freeman, Clint Eastwood, Christopher Nolan",6.3
768,Someone Else's America (1995),Drama,Scarlett Johansson,9.8
769,Marlene Dietrich: Shadow and Light (1996),Documentary,"Audrey Hepburn, Meryl Streep, Tom Hanks",4.7
770,Costa Brava (1946),Drama,"Scarlett Johansson, Jennifer Lawrence, Tom Hanks",5.3
771,"Life Is Rosy (a.k.a. Life Is Beautiful) (Vie est belle, La) (1987)",Comedy|Drama,"Audrey Hepburn, Meryl Streep, Clint Eastwood",6.3
772,Quartier Mozart (1992),Comedy,Steven Spielberg,5.4
773,Touki Bouki (1973),Drama,"Al Pacino, Meryl Streep",3.8
774,Wend Kuuni (a.k.a. God's Gift) (1982),Drama,"Tom Cruise, Jennifer Lawrence",5.3
775,Spirits of the Dead (1968),Horror|Mystery,"Denzel Washington, Leonardo DiCaprio, Tom Cruise",9.6
776,Babyfever (1994),Comedy|Drama,"Jennifer Lawrence, Scarlett Johansson, Tom Cruise",5.2
777,Pharaoh's Army (1995),War,Audrey Hepburn,3.8
778,Trainspotting (1996),Comedy|Crime|Drama,"Tom Hanks, Al Pacino, Jennifer Lawrence",4.6
779,'Til There Was You (1997),Drama|Romance,"Tom Hanks, Jack Nicholson, Emma Watson",5.9
780,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller,Brad Pitt,4.1
781,Stealing Beauty (1996),Drama,Jack Nicholson,6.4
782,"Fan, The (1996)",Drama|Thriller,"Tom Cruise, Leonardo DiCaprio, Brad Pitt",8.4
783,"Hunchback of Notre Dame, The (1996)",Animation|Children|Drama|Musical|Romance,"Clint Eastwood, Tom Hanks, Johnny Depp",7.9
784,"Cable Guy, The (1996)",Comedy|Thriller,"Leonardo DiCaprio, Emma Watson",5.3
785,Kingpin (1996),Comedy,Denzel Washington,3.6
786,Eraser (1996),Action|Drama|Thriller,Jack Nicholson,5.1
787,"Gate of Heavenly Peace, The (1995)",Documentary,"Emma Watson, Jack Nicholson, Johnny Depp",8.2
788,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,"Audrey Hepburn, Martin Scorsese, Johnny Depp",7.4
789,"I, the Worst of All (Yo, la peor de todas) (1990)",Drama,"Martin Scorsese, Al Pacino, Tom Cruise",7.8
790,"Unforgettable Summer, An (Un été inoubliable) (1994)",Drama,"Christopher Nolan, Morgan Freeman",7.2
791,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1994)",Documentary,"Meryl Streep, Jennifer Lawrence",9.0
792,"Hungarian Fairy Tale, A (Hol volt, hol nem volt) (1987)",Fantasy,Christopher Nolan,4.6
793,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),Drama,Tom Hanks,4.9
794,Midnight Dancers (Sibak) (1994),Comedy|Drama,Brad Pitt,3.6
795,Somebody to Love (1994),Drama,"Brad Pitt, Scarlett Johansson",4.9
796,"Very Natural Thing, A (1974)",Drama,"Tom Cruise, Christopher Nolan",9.5
797,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",Comedy,"Jack Nicholson, Johnny Depp, Morgan Freeman",8.1
798,Daylight (1996),Action|Adventure|Drama|Thriller,"Leonardo DiCaprio, Martin Scorsese, Clint Eastwood",8.6
799,"Frighteners, The (1996)",Comedy|Horror|Thriller,"Jack Nicholson, Emma Watson, Scarlett Johansson",8.5
800,Lone Star (1996),Drama|Mystery|Western,"Brad Pitt, Tom Hanks",4.6
801,Harriet the Spy (1996),Children|Comedy,Emma Watson,3.6
802,Phenomenon (1996),Drama|Romance,"Steven Spielberg, Audrey Hepburn, Leonardo DiCaprio",6.8
803,Walking and Talking (1996),Comedy|Drama|Romance,"Robert De Niro, Leonardo DiCaprio, Al Pacino",7.9
804,She's the One (1996),Comedy|Romance,"Audrey Hepburn, Angelina Jolie, Jack Nicholson",8.0
805,"Time to Kill, A (1996)",Drama|Thriller,"Steven Spielberg, Robert De Niro",3.7
806,American Buffalo (1996),Crime|Drama,Brad Pitt,8.6
807,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",Comedy|Romance,"Robert De Niro, Emma Watson, Morgan Freeman",9.9
808,Alaska (1996),Adventure|Children,"Al Pacino, Denzel Washington",3.7
809,Fled (1996),Action|Adventure,"Brad Pitt, Leonardo DiCaprio, Christopher Nolan",6.4
810,Kazaam (1996),Children|Comedy|Fantasy,Meryl Streep,7.8
812,Magic Hunter (Büvös vadász) (1994),Drama,"Angelina Jolie, Clint Eastwood",3.5
813,Larger Than Life (1996),Comedy,"Johnny Depp, Steven Spielberg",8.8
814,"Boy Called Hate, A (1995)",Drama,"Tom Cruise, Jack Nicholson, Jennifer Lawrence",9.4
815,Power 98 (1996),Action|Mystery|Thriller,"Al Pacino, Martin Scorsese",7.8
816,Two Deaths (1995),Drama,"Tom Cruise, Jennifer Lawrence",5.1
818,"Very Brady Sequel, A (1996)",Comedy,"Morgan Freeman, Steven Spielberg",5.4
819,Stefano Quantestorie (1993),Comedy|Drama,"Christopher Nolan, Brad Pitt, Tom Cruise",9.9
820,"Death in the Garden (Mort en ce jardin, La) (1956)",Drama,Jack Nicholson,4.0
821,"Crude Oasis, The (1995)",Drama|Romance,Morgan Freeman,5.4
822,Hedd Wyn (1992),Drama|Romance|War,Clint Eastwood,3.7
823,"Collector, The (La collectionneuse) (1967)",Drama,"Steven Spielberg, Tom Cruise, Christopher Nolan",3.9
824,Kaspar Hauser (1993),Drama|Mystery,"Meryl Streep, Emma Watson, Tom Hanks",5.2
825,Regular Guys (Echte Kerle) (1996),Comedy|Romance,Audrey Hepburn,3.8
826,Women Robbers (Diebinnen) (1995),Drama,"Martin Scorsese, Denzel Washington, Meryl Streep",7.0
827,"Convent, The (O Convento) (1995)",Drama,"Clint Eastwood, Johnny Depp, Martin Scorsese",4.0
828,"Adventures of Pinocchio, The (1996)",Adventure|Children,"Robert De Niro, Brad Pitt, Denzel Washington",5.9
829,Joe's Apartment (1996),Comedy|Fantasy|Musical,Tom Cruise,6.1
830,"First Wives Club, The (1996)",Comedy,"Christopher Nolan, Clint Eastwood, Robert De Niro",10.0
831,Stonewall (1995),Drama,"Christopher Nolan, Steven Spielberg",4.6
832,Ransom (1996),Crime|Thriller,"Johnny Depp, Tom Cruise",7.0
833,High School High (1996),Comedy,"Clint Eastwood, Morgan Freeman",4.8
834,Phat Beach (1996),Comedy,"Jack Nicholson, Meryl Streep",3.2
835,Foxfire (1996),Drama,"Audrey Hepburn, Scarlett Johansson, Tom Hanks",4.7
836,Chain Reaction (1996),Action|Adventure|Thriller,Johnny Depp,3.7
837,Matilda (1996),Children|Comedy|Fantasy,Meryl Streep,3.1
838,Emma (1996),Comedy|Drama|Romance,"Emma Watson, Al Pacino",9.3
839,"Crow: City of Angels, The (1996)",Action|Thriller,"Meryl Streep, Jack Nicholson, Morgan Freeman",4.5
840,House Arrest (1996),Children|Comedy,"Leonardo DiCaprio, Denzel Washington, Jack Nicholson",8.0
841,"Eyes Without a Face (Yeux sans visage, Les) (1959)",Horror,"Angelina Jolie, Leonardo DiCaprio, Denzel Washington",5.4
842,Tales from the Crypt Presents: Bordello of Blood (1996),Comedy|Horror,"Al Pacino, Morgan Freeman, Jack Nicholson",8.9
843,Lotto Land (1995),Drama,Martin Scorsese,4.8
844,"Story of Xinghua, The (Xinghua san yue tian) (1994)",Drama,Robert De Niro,5.6
845,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",Drama,Audrey Hepburn,4.5
846,Flirt (1995),Drama,"Emma Watson, Denzel Washington, Robert De Niro",3.1
847,"Big Squeeze, The (1996)",Comedy|Drama,Brad Pitt,5.6
848,"Spitfire Grill, The (1996)",Drama,"Jack Nicholson, Morgan Freeman, Angelina Jolie",3.4
849,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller,"Christopher Nolan, Jennifer Lawrence, Johnny Depp",3.5
850,Cyclo (Xich lo) (1995),Crime|Drama,"Morgan Freeman, Audrey Hepburn, Steven Spielberg",4.9
851,Basquiat (1996),Drama,Robert De Niro,9.7
852,Tin Cup (1996),Comedy|Drama|Romance,Jack Nicholson,5.9
853,Dingo (1991),Drama,"Robert De Niro, Tom Cruise, Tom Hanks",7.9
854,"Ballad of Narayama, The (Narayama Bushiko) (1958)",Drama,"Jennifer Lawrence, Tom Hanks, Martin Scorsese",6.5
855,Every Other Weekend (Un week-end sur deux) (1990),Drama,Clint Eastwood,8.6
856,Mille bolle blu (1993),Comedy,Leonardo DiCaprio,8.2
857,Crows and Sparrows (Wuya yu maque) (1949),Drama,Angelina Jolie,8.7
858,"Godfather, The (1972)",Crime|Drama,Morgan Freeman,6.1
859,"Hippie Revolution, The (1996)",Documentary,"Steven Spielberg, Scarlett Johansson",4.8
860,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",Comedy,"Jack Nicholson, Tom Cruise",6.8
861,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992),Action|Comedy|Crime|Thriller,Morgan Freeman,5.9
862,Manny & Lo (1996),Drama,"Johnny Depp, Jack Nicholson, Tom Cruise",3.4
864,"Wife, The (1995)",Comedy|Drama,Robert De Niro,5.8
865,Small Faces (1996),Drama,"Brad Pitt, Morgan Freeman",6.1
866,Bound (1996),Crime|Drama|Romance|Thriller,"Steven Spielberg, Christopher Nolan, Robert De Niro",4.3
867,Carpool (1996),Comedy|Crime,"Leonardo DiCaprio, Al Pacino, Morgan Freeman",7.2
868,Death in Brunswick (1991),Comedy,Morgan Freeman,3.0
869,Kansas City (1996),Crime|Drama|Musical|Thriller,"Leonardo DiCaprio, Angelina Jolie",9.4
870,Gone Fishin' (1997),Comedy,"Leonardo DiCaprio, Scarlett Johansson",8.7
871,Lover's Knot (1996),Comedy,"Martin Scorsese, Morgan Freeman, Steven Spielberg",8.3
872,Vive L'Amour (Ai qing wan sui) (1994),Drama,"Martin Scorsese, Angelina Jolie, Brad Pitt",7.1
873,Shadow of Angels (Schatten der Engel) (1976),Drama,"Clint Eastwood, Christopher Nolan",8.4
874,Killer: A Journal of Murder (1995),Crime|Drama,Brad Pitt,7.6
875,Nothing to Lose (1994),Action|Crime|Drama,"Emma Watson, Angelina Jolie",3.9
876,Supercop 2 (Project S) (Chao ji ji hua) (1993),Action|Comedy|Crime|Thriller,Audrey Hepburn,7.2
877,Girls Town (1996),Comedy|Drama,"Angelina Jolie, Meryl Streep",4.5
878,Bye-Bye (1995),Drama,"Denzel Washington, Scarlett Johansson",9.1
879,"Relic, The (1997)",Horror|Thriller,Meryl Streep,8.0
880,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller,Morgan Freeman,6.7
881,First Kid (1996),Children|Comedy,"Steven Spielberg, Angelina Jolie, Denzel Washington",5.6
882,"Trigger Effect, The (1996)",Drama|Thriller,Jack Nicholson,9.7
884,Sweet Nothing (1996),Drama,Scarlett Johansson,9.8
885,Bogus (1996),Children|Drama|Fantasy,"Angelina Jolie, Tom Cruise, Johnny Depp",7.9
886,Bulletproof (1996),Action|Comedy|Crime,Brad Pitt,9.1
887,Talk of Angels (1998),Drama,Emma Watson,8.2
889,1-900 (06) (1994),Drama|Romance,"Robert De Niro, Jennifer Lawrence, Christopher Nolan",5.7
890,Baton Rouge (Bâton rouge) (1988),Thriller,"Jack Nicholson, Meryl Streep, Emma Watson",7.0
891,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995),Horror|Thriller,"Morgan Freeman, Martin Scorsese",6.8
892,Twelfth Night (1996),Comedy|Drama|Romance,"Morgan Freeman, Tom Cruise",5.7
893,Mother Night (1996),Drama,"Denzel Washington, Johnny Depp, Brad Pitt",3.3
894,Liebelei (1933),Romance,Martin Scorsese,6.8
895,Venice/Venice (1992),Drama,"Emma Watson, Leonardo DiCaprio, Audrey Hepburn",9.6
896,Wild Reeds (Les roseaux sauvages) (1994),Drama,"Jennifer Lawrence, Leonardo DiCaprio, Tom Cruise",7.1
897,For Whom the Bell Tolls (1943),Adventure|Drama|Romance|War,"Denzel Washington, Angelina Jolie, Tom Cruise",6.6
898,"Philadelphia Story, The (1940)",Comedy|Drama|Romance,Johnny Depp,6.0
899,Singin' in the Rain (1952),Comedy|Musical|Romance,Leonardo DiCaprio,5.9
900,"American in Paris, An (1951)",Musical|Romance,"Morgan Freeman, Leonardo DiCaprio, Jack Nicholson",3.9
901,Funny Face (1957),Comedy|Musical,"Clint Eastwood, Steven Spielberg",9.2
902,Breakfast at Tiffany's (1961),Drama|Romance,Jennifer Lawrence,3.5
903,Vertigo (1958),Drama|Mystery|Romance|Thriller,"Tom Hanks, Brad Pitt",9.6
904,Rear Window (1954),Mystery|Thriller,"Meryl Streep, Steven Spielberg, Martin Scorsese",8.0
905,It Happened One Night (1934),Comedy|Romance,"Steven Spielberg, Emma Watson, Robert De Niro",7.3
906,Gaslight (1944),Drama|Thriller,"Jennifer Lawrence, Steven Spielberg, Robert De Niro",5.1
907,"Gay Divorcee, The (1934)",Comedy|Musical|Romance,"Martin Scorsese, Morgan Freeman",8.0
908,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller,"Leonardo DiCaprio, Tom Cruise, Emma Watson",10.0
909,"Apartment, The (1960)",Comedy|Drama|Romance,"Morgan Freeman, Meryl Streep",6.4
910,Some Like It Hot (1959),Comedy|Crime,"Robert De Niro, Clint Eastwood",4.5
911,Charade (1963),Comedy|Crime|Mystery|Romance|Thriller,"Emma Watson, Al Pacino",5.4
912,Casablanca (1942),Drama|Romance,Al Pacino,9.8
913,"Maltese Falcon, The (1941)",Film-Noir|Mystery,Martin Scorsese,6.1
